x1,x2,x3,x4,y
119.2517435,286.975125,47705.19351,35.04610593,45104.38337
97.20933673,247.8803373,39057.61349,26.63529713,38912.63543
111.8331628,277.4091763,45106.68409,28.82358291,65650.06521
85.25743914,224.1898333,34650.66128,26.75807423,51807.18278
104.9573055,264.0121388,41960.35421,31.03519994,51168.07806
74.12770515,177.3824826,29869.392,20.83487102,28544.91787
105.840319,253.9845189,42375.13401,29.13015434,46852.53043
94.57039813,225.6573935,37835.55896,31.02294399,45809.25702
92.5945214,230.4574166,37096.86066,27.20975772,46663.99105
135.4604034,331.7265049,54117.37638,40.13887859,59918.22754
98.86325727,248.0103281,39595.90911,29.1107008,40619.10086
112.28351,298.2297537,45733.3885,31.70117637,48872.59413
86.88663665,225.3251807,35043.24889,25.15882176,43783.39228
85.22180087,198.2825656,33976.20865,26.72121109,21756.34817
105.2805865,265.8595153,42225.9597,33.71063542,56585.83227
112.7415635,260.8384742,44106.34463,34.37851835,69177.26087
98.43990087,235.3098925,39076.68977,32.00712901,28300.37762
82.09300408,214.1772365,33350.87491,26.84555341,44498.35891
89.43414339,209.1333926,36402.12613,26.52112472,50568.48034
105.5073053,269.2996954,41975.52945,31.80163071,61531.70507
96.69198554,249.2742531,38087.41009,30.37749278,45819.76302
110.1548608,275.081211,44312.79451,35.93522494,47520.33367
82.97235409,203.6093906,32570.38008,26.22660076,57890.91291
78.99250942,185.6163096,31698.0202,22.44494091,48007.13089
93.5458075,238.9280293,37749.41998,26.81278454,55269.30119
84.31596026,205.0941015,33673.71745,26.8544371,37775.29251
97.54543092,246.6637263,38347.54339,29.51249393,49963.42128
100.4475173,251.8376018,39909.73035,29.92492284,52608.1608
100.5172638,255.5316869,40187.24117,31.12734713,53451.41203
144.2690319,339.6881543,57019.32427,42.90363229,72372.7492
97.33775754,250.6924804,39344.67786,28.18943353,57099.20264
93.2171885,256.2564298,36053.10629,29.90252694,394016.1454
105.0250519,258.0025133,41719.92017,28.75312797,357193.0071
